Timestamp,Compiler,Version,Optimization,Architecture,Additional Flags,CPU Model,Virtualization,Virtualization Type,SHA,File Size (bytes),Stripped Size (bytes),Stdlib,Time (ms),RAM Usage (KB),Cycles,Cache References,Cache Misses,Cache Miss Ratio,Instructions,Instructions Per Cycle,Branches,Branch Misses,Branch Miss Ratio
2024-08-07 22:11:20,/usr/lib/llvm16/bin/clang++,clang version 16.0.6,-Og,,"-ltbb -std=c++2b","AMD Ryzen 5 2600 Six-Core Processor","full","VMware","e204e6587e4b4aedd20c669579ef90536fdab4b8c277d83ec0d755f5d049b7a8",21104,18664,-stdlib=libc++,131146,590688,498311156707,515116652,8727151,1.69%,1419374968391,2.85,31623072013,6043445,0.02%
2024-08-07 22:15:46,/usr/lib/llvm16/bin/clang++,clang version 16.0.6,-Og,,"-ltbb -std=c++2b","AMD Ryzen 5 2600 Six-Core Processor","full","VMware","e204e6587e4b4aedd20c669579ef90536fdab4b8c277d83ec0d755f5d049b7a8",21160,18664,-stdlib=libstdc++,132598,589724,498732106055,506053849,7273852,1.44%,1419372969213,2.85,31622708706,6052089,0.02%
2024-08-07 22:19:53,/usr/lib/llvm16/bin/clang++,clang version 16.0.6,-Og,-march=native,"-ltbb -std=c++2b","AMD Ryzen 5 2600 Six-Core Processor","full","VMware","e204e6587e4b4aedd20c669579ef90536fdab4b8c277d83ec0d755f5d049b7a8",21104,18664,-stdlib=libc++,122285,590656,465906658667,511290557,8572536,1.68%,1356374959434,2.91,31623063065,6025467,0.02%
2024-08-07 22:24:01,/usr/lib/llvm16/bin/clang++,clang version 16.0.6,-Og,-march=native,"-ltbb -std=c++2b","AMD Ryzen 5 2600 Six-Core Processor","full","VMware","e204e6587e4b4aedd20c669579ef90536fdab4b8c277d83ec0d755f5d049b7a8",21160,18664,-stdlib=libstdc++,122325,589640,465839960016,519801892,7025943,1.35%,1356372961983,2.91,31622701485,6023130,0.02%
2024-08-07 23:11:27,clang++,clang version 17.0.6,-O0,,"-ltbb -std=c++2b","AMD Ryzen 5 2600 Six-Core Processor","full","VMware","e204e6587e4b4aedd20c669579ef90536fdab4b8c277d83ec0d755f5d049b7a8",129224,67840,-stdlib=libc++,1427800,590716,5379214215041,755979507,18163458,2.40%,5287311003914,0.98,713960519338,3766498071,0.53%
2024-08-08 00:07:07,clang++,clang version 17.0.6,-O0,,"-ltbb -std=c++2b","AMD Ryzen 5 2600 Six-Core Processor","full","VMware","e204e6587e4b4aedd20c669579ef90536fdab4b8c277d83ec0d755f5d049b7a8",168664,84224,-stdlib=libstdc++,1675931,589932,6235274236813,776244253,23125925,2.98%,6153659270227,0.99,830710420649,3797524804,0.46%
2024-08-08 00:54:49,clang++,clang version 17.0.6,-O0,-march=native,"-ltbb -std=c++2b","AMD Ryzen 5 2600 Six-Core Processor","full","VMware","e204e6587e4b4aedd20c669579ef90536fdab4b8c277d83ec0d755f5d049b7a8",129224,67840,-stdlib=libc++,1426828,590720,5379583520491,750680906,18644151,2.48%,5287311027406,0.98,713960542830,3762991402,0.53%
2024-08-08 01:50:25,clang++,clang version 17.0.6,-O0,-march=native,"-ltbb -std=c++2b","AMD Ryzen 5 2600 Six-Core Processor","full","VMware","e204e6587e4b4aedd20c669579ef90536fdab4b8c277d83ec0d755f5d049b7a8",168664,84224,-stdlib=libstdc++,1655870,589800,6297788576541,825414329,21908081,2.65%,6153659269521,0.98,830710419721,3783984955,0.46%
2024-08-08 01:54:52,clang++,clang version 17.0.6,-O1,,"-ltbb -std=c++2b","AMD Ryzen 5 2600 Six-Core Processor","full","VMware","e204e6587e4b4aedd20c669579ef90536fdab4b8c277d83ec0d755f5d049b7a8",21104,18664,-stdlib=libc++,132207,590668,498223206287,510019439,7172176,1.41%,1419386025380,2.85,31623073386,6022302,0.02%
2024-08-08 01:59:17,clang++,clang version 17.0.6,-O1,,"-ltbb -std=c++2b","AMD Ryzen 5 2600 Six-Core Processor","full","VMware","e204e6587e4b4aedd20c669579ef90536fdab4b8c277d83ec0d755f5d049b7a8",21160,18664,-stdlib=libstdc++,132358,589604,498259516276,506964971,7096913,1.40%,1419384024713,2.85,31622708590,6006567,0.02%
2024-08-08 02:03:25,clang++,clang version 17.0.6,-O1,-march=native,"-ltbb -std=c++2b","AMD Ryzen 5 2600 Six-Core Processor","full","VMware","e204e6587e4b4aedd20c669579ef90536fdab4b8c277d83ec0d755f5d049b7a8",21104,18664,-stdlib=libc++,122667,590552,467924436390,516966273,8697165,1.68%,1356386016118,2.90,31623064132,6021279,0.02%
2024-08-08 02:07:36,clang++,clang version 17.0.6,-O1,-march=native,"-ltbb -std=c++2b","AMD Ryzen 5 2600 Six-Core Processor","full","VMware","e204e6587e4b4aedd20c669579ef90536fdab4b8c277d83ec0d755f5d049b7a8",21160,18664,-stdlib=libstdc++,124097,589724,467373082642,509728568,7370552,1.45%,1356384017652,2.90,31622701537,6013286,0.02%
2024-08-08 02:12:54,clang++,clang version 17.0.6,-O2,,"-ltbb -std=c++2b","AMD Ryzen 5 2600 Six-Core Processor","full","VMware","e204e6587e4b4aedd20c669579ef90536fdab4b8c277d83ec0d755f5d049b7a8",30016,26864,-stdlib=libc++,157931,590820,595537675781,509130071,7820140,1.54%,1646810982886,2.77,31529054879,6107452,0.02%
2024-08-08 02:18:13,clang++,clang version 17.0.6,-O2,,"-ltbb -std=c++2b","AMD Ryzen 5 2600 Six-Core Processor","full","VMware","e204e6587e4b4aedd20c669579ef90536fdab4b8c277d83ec0d755f5d049b7a8",30040,26864,-stdlib=libstdc++,158067,589728,595563402893,514054979,9054858,1.76%,1646808984266,2.77,31528691858,6110803,0.02%
2024-08-08 02:23:16,clang++,clang version 17.0.6,-O2,-march=native,"-ltbb -std=c++2b","AMD Ryzen 5 2600 Six-Core Processor","full","VMware","e204e6587e4b4aedd20c669579ef90536fdab4b8c277d83ec0d755f5d049b7a8",30016,26864,-stdlib=libc++,151424,590676,570589788181,509425853,7286531,1.43%,1615739538512,2.83,31524062369,6083939,0.02%
2024-08-08 02:28:19,clang++,clang version 17.0.6,-O2,-march=native,"-ltbb -std=c++2b","AMD Ryzen 5 2600 Six-Core Processor","full","VMware","e204e6587e4b4aedd20c669579ef90536fdab4b8c277d83ec0d755f5d049b7a8",30040,26864,-stdlib=libstdc++,149630,589728,570532898766,511070729,7350876,1.44%,1615737540510,2.83,31523700484,6084704,0.02%
2024-08-08 02:31:38,clang++,clang version 17.0.6,-O3,,"-ltbb -std=c++2b","AMD Ryzen 5 2600 Six-Core Processor","full","VMware","e204e6587e4b4aedd20c669579ef90536fdab4b8c277d83ec0d755f5d049b7a8",33712,30960,-stdlib=libc++,98572,590564,375063122839,517688948,7867260,1.52%,1052224134094,2.81,10518983773,5951906,0.06%
2024-08-08 02:34:58,clang++,clang version 17.0.6,-O3,,"-ltbb -std=c++2b","AMD Ryzen 5 2600 Six-Core Processor","full","VMware","e204e6587e4b4aedd20c669579ef90536fdab4b8c277d83ec0d755f5d049b7a8",33768,30960,-stdlib=libstdc++,98688,589928,375282238230,522416076,9287173,1.78%,1052222135737,2.80,10518621534,5943312,0.06%
2024-08-08 02:38:28,clang++,clang version 17.0.6,-O3,-march=native,"-ltbb -std=c++2b","AMD Ryzen 5 2600 Six-Core Processor","full","VMware","e204e6587e4b4aedd20c669579ef90536fdab4b8c277d83ec0d755f5d049b7a8",33712,30960,-stdlib=libc++,104222,590656,395971768554,541808966,8732716,1.61%,901247703648,2.28,10514006341,5962902,0.06%
2024-08-08 02:42:00,clang++,clang version 17.0.6,-O3,-march=native,"-ltbb -std=c++2b","AMD Ryzen 5 2600 Six-Core Processor","full","VMware","e204e6587e4b4aedd20c669579ef90536fdab4b8c277d83ec0d755f5d049b7a8",33768,30960,-stdlib=libstdc++,104096,589736,395958874828,523698967,8867313,1.69%,901245704644,2.28,10513643158,5955158,0.06%
2024-08-08 02:47:06,clang++,clang version 17.0.6,-Os,,"-ltbb -std=c++2b","AMD Ryzen 5 2600 Six-Core Processor","full","VMware","e204e6587e4b4aedd20c669579ef90536fdab4b8c277d83ec0d755f5d049b7a8",27688,22768,-stdlib=libc++,152537,590896,574953244296,511102279,7848006,1.54%,1615458394950,2.81,38634203537,6278608,0.02%
2024-08-08 02:53:11,clang++,clang version 17.0.6,-Os,,"-ltbb -std=c++2b","AMD Ryzen 5 2600 Six-Core Processor","full","VMware","e204e6587e4b4aedd20c669579ef90536fdab4b8c277d83ec0d755f5d049b7a8",28376,22768,-stdlib=libstdc++,180285,589872,688405898429,519183723,8738633,1.68%,1923923093001,2.79,87644983645,6361005,0.01%
2024-08-08 02:58:12,clang++,clang version 17.0.6,-Os,-march=native,"-ltbb -std=c++2b","AMD Ryzen 5 2600 Six-Core Processor","full","VMware","e204e6587e4b4aedd20c669579ef90536fdab4b8c277d83ec0d755f5d049b7a8",27688,22768,-stdlib=libc++,150357,590680,567246988025,510171870,7340013,1.44%,1611458392957,2.84,38634201586,6262681,0.02%
2024-08-08 03:04:26,clang++,clang version 17.0.6,-Os,-march=native,"-ltbb -std=c++2b","AMD Ryzen 5 2600 Six-Core Processor","full","VMware","e204e6587e4b4aedd20c669579ef90536fdab4b8c277d83ec0d755f5d049b7a8",28376,22768,-stdlib=libstdc++,185184,589776,705349980032,522705784,7593459,1.45%,1923423095452,2.73,87644986360,6364585,0.01%
2024-08-08 03:08:49,clang++,clang version 17.0.6,-Og,,"-ltbb -std=c++2b","AMD Ryzen 5 2600 Six-Core Processor","full","VMware","e204e6587e4b4aedd20c669579ef90536fdab4b8c277d83ec0d755f5d049b7a8",21104,18664,-stdlib=libc++,130954,590552,498266353356,525161760,7095125,1.35%,1419386024616,2.85,31623072326,6012142,0.02%
2024-08-08 03:13:15,clang++,clang version 17.0.6,-Og,,"-ltbb -std=c++2b","AMD Ryzen 5 2600 Six-Core Processor","full","VMware","e204e6587e4b4aedd20c669579ef90536fdab4b8c277d83ec0d755f5d049b7a8",21160,18664,-stdlib=libstdc++,130618,589676,498174712967,505675707,7270448,1.44%,1419384025805,2.85,31622709682,6001593,0.02%
2024-08-08 03:17:23,clang++,clang version 17.0.6,-Og,-march=native,"-ltbb -std=c++2b","AMD Ryzen 5 2600 Six-Core Processor","full","VMware","e204e6587e4b4aedd20c669579ef90536fdab4b8c277d83ec0d755f5d049b7a8",21104,18664,-stdlib=libc++,124089,590672,468209185069,530838629,8200471,1.54%,1356386016483,2.90,31623064497,16528212,0.05%
2024-08-08 03:21:31,clang++,clang version 17.0.6,-Og,-march=native,"-ltbb -std=c++2b","AMD Ryzen 5 2600 Six-Core Processor","full","VMware","e204e6587e4b4aedd20c669579ef90536fdab4b8c277d83ec0d755f5d049b7a8",21160,18664,-stdlib=libstdc++,122681,589836,467366715872,508453167,7384360,1.45%,1356384016369,2.90,31622700254,6000410,0.02%
2024-08-08 03:47:06,g++,g++ (GCC) 14.1.1 20240522,-O0,,"-ltbb -std=c++2b","AMD Ryzen 5 2600 Six-Core Processor","full","VMware","e204e6587e4b4aedd20c669579ef90536fdab4b8c277d83ec0d755f5d049b7a8",175256,67800,libstdc++,762335,589800,2901816448242,674264986,14277257,2.12%,5313426082155,1.83,646741726324,3774299483,0.58%
2024-08-08 04:12:54,g++,g++ (GCC) 14.1.1 20240522,-O0,-march=native,"-ltbb -std=c++2b","AMD Ryzen 5 2600 Six-Core Processor","full","VMware","e204e6587e4b4aedd20c669579ef90536fdab4b8c277d83ec0d755f5d049b7a8",175256,67800,libstdc++,771057,589836,2923682981026,674615115,18172238,2.69%,5313426104803,1.82,646741748811,3954141687,0.61%
2024-08-08 04:17:37,g++,g++ (GCC) 14.1.1 20240522,-O1,,"-ltbb -std=c++2b","AMD Ryzen 5 2600 Six-Core Processor","full","VMware","e204e6587e4b4aedd20c669579ef90536fdab4b8c277d83ec0d755f5d049b7a8",20840,18640,libstdc++,140766,589704,535364335497,511467599,8615614,1.68%,1546185371219,2.89,35153831402,31627020,0.09%
2024-08-08 04:22:22,g++,g++ (GCC) 14.1.1 20240522,-O1,-march=native,"-ltbb -std=c++2b","AMD Ryzen 5 2600 Six-Core Processor","full","VMware","e204e6587e4b4aedd20c669579ef90536fdab4b8c277d83ec0d755f5d049b7a8",20840,18640,libstdc++,140412,589904,535324245274,508527067,8083500,1.59%,1546185372699,2.89,35153832680,31623416,0.09%
2024-08-08 04:26:11,g++,g++ (GCC) 14.1.1 20240522,-O2,,"-ltbb -std=c++2b","AMD Ryzen 5 2600 Six-Core Processor","full","VMware","e204e6587e4b4aedd20c669579ef90536fdab4b8c277d83ec0d755f5d049b7a8",20840,18640,libstdc++,113810,589732,428407301142,506606638,9011083,1.78%,1365723570965,3.19,38505555414,31620743,0.08%
2024-08-08 04:29:59,g++,g++ (GCC) 14.1.1 20240522,-O2,-march=native,"-ltbb -std=c++2b","AMD Ryzen 5 2600 Six-Core Processor","full","VMware","e204e6587e4b4aedd20c669579ef90536fdab4b8c277d83ec0d755f5d049b7a8",20840,18640,libstdc++,112399,589836,428503232268,513418784,9011077,1.76%,1365715239361,3.19,38505556571,31616779,0.08%
2024-08-08 04:31:28,g++,g++ (GCC) 14.1.1 20240522,-O3,,"-ltbb -std=c++2b","AMD Ryzen 5 2600 Six-Core Processor","full","VMware","e204e6587e4b4aedd20c669579ef90536fdab4b8c277d83ec0d755f5d049b7a8",24488,22736,libstdc++,43438,589852,162843890707,507551104,7828450,1.54%,507749061390,3.12,7031039143,11376018,0.16%
2024-08-08 04:32:58,g++,g++ (GCC) 14.1.1 20240522,-O3,-march=native,"-ltbb -std=c++2b","AMD Ryzen 5 2600 Six-Core Processor","full","VMware","e204e6587e4b4aedd20c669579ef90536fdab4b8c277d83ec0d755f5d049b7a8",24488,22736,libstdc++,43907,589792,164737694809,508081996,8797671,1.73%,507740734120,3.08,7031039122,14357223,0.20%
2024-08-08 04:49:26,g++,g++ (GCC) 14.1.1 20240522,-Os,,"-ltbb -std=c++2b","AMD Ryzen 5 2600 Six-Core Processor","full","VMware","e204e6587e4b4aedd20c669579ef90536fdab4b8c277d83ec0d755f5d049b7a8",25792,18640,libstdc++,491452,589692,1878229380099,554041314,11082031,2.00%,767249286881,0.41,35148981359,32493204,0.09%
2024-08-08 05:05:56,g++,g++ (GCC) 14.1.1 20240522,-Os,-march=native,"-ltbb -std=c++2b","AMD Ryzen 5 2600 Six-Core Processor","full","VMware","e204e6587e4b4aedd20c669579ef90536fdab4b8c277d83ec0d755f5d049b7a8",25792,18640,libstdc++,491755,589608,1878000481627,564140517,9387275,1.66%,767249290073,0.41,35148984551,33499453,0.10%
2024-08-08 05:13:25,g++,g++ (GCC) 14.1.1 20240522,-Og,,"-ltbb -std=c++2b","AMD Ryzen 5 2600 Six-Core Processor","full","VMware","e204e6587e4b4aedd20c669579ef90536fdab4b8c277d83ec0d755f5d049b7a8",41304,26840,libstdc++,221918,589856,845863014615,539591678,8430164,1.56%,2328949944728,2.75,217377844773,4187983038,1.93%
2024-08-08 05:20:57,g++,g++ (GCC) 14.1.1 20240522,-Og,-march=native,"-ltbb -std=c++2b","AMD Ryzen 5 2600 Six-Core Processor","full","VMware","e204e6587e4b4aedd20c669579ef90536fdab4b8c277d83ec0d755f5d049b7a8",41304,26840,libstdc++,226134,589844,851414911815,531728076,8674529,1.63%,2328949944722,2.74,217377844551,4351173033,2.00%
